timestamp,log_level,component,container_id,anomaly_score,reconstruction_error,raw_message
2017-03-16 17:46:37,INFO,AbstractConnector,,1.0,99.45209381286047,17/03/16 17:46:37 INFO AbstractConnector: Started SelectChannelConnector@0.0.0.0:47544
2017-03-16 17:46:37,INFO,Utils,,0.9831976074230391,97.78106222953764,17/03/16 17:46:37 INFO Utils: Successfully started service 'SparkUI' on port 47544.
2017-03-16 17:46:37,INFO,SparkUI,,0.951583927350522,94.63701844980383,17/03/16 17:46:37 INFO SparkUI: Started SparkUI at http://10.10.34.38:47544
2017-03-16 17:46:37,INFO,YarnClusterScheduler,,0.7755467039348769,77.12976412155118,17/03/16 17:46:37 INFO YarnClusterScheduler: Created YarnClusterScheduler
2017-03-16 17:46:37,INFO,Server,,0.7537732083561006,74.96434639161643,17/03/16 17:46:37 INFO Server: jetty-8.y.z-SNAPSHOT
2017-03-16 17:46:37,INFO,MemoryStore,,0.7404524218549328,73.63956750336015,17/03/16 17:46:37 INFO MemoryStore: MemoryStore started with capacity 26.4 GB
2017-03-16 17:46:37,INFO,JettyUtils,,0.7359022157028199,73.18704039116565,17/03/16 17:46:37 INFO JettyUtils: Adding filter: org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter
2017-03-16 17:46:37,INFO,SparkEnv,,0.7316132042763595,72.76048961739815,17/03/16 17:46:37 INFO SparkEnv: Registering OutputCommitCoordinator
2017-03-16 17:46:37,INFO,DiskBlockManager,,0.7113008391982876,70.740384241216,17/03/16 17:46:37 INFO DiskBlockManager: Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0030/blockmgr-e7e55df8-93f5-4bec-a833-a223b537fb90
2017-03-16 17:46:37,INFO,Utils,,0.6994125753130709,69.55807259529526,17/03/16 17:46:37 INFO Utils: Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 41129.
2017-03-16 17:46:37,INFO,SparkEnv,,0.6811006360340649,67.73691357005819,17/03/16 17:46:37 INFO SparkEnv: Registering BlockManagerMaster
2017-03-16 17:46:37,INFO,SparkEnv,,0.6544612317461755,65.0875714765395,17/03/16 17:46:37 INFO SparkEnv: Registering MapOutputTracker
2017-03-16 17:46:37,INFO,Utils,,0.6241364269865582,62.07170892724389,17/03/16 17:46:37 INFO Utils: Successfully started service 'sparkDriverActorSystem' on port 43767.
2017-03-21 09:38:54,INFO,BlockManagerMaster,,0.6040046882345436,60.06956720083595,17/03/21 09:38:54 INFO BlockManagerMaster: Removed 2 successfully in removeExecutor
2017-03-16 17:46:34,INFO,SecurityManager,,0.6014000980390457,59.81053549101518,"17/03/16 17:46:34 INFO SecurityManager: Changing view acls to: yarn,curi"
2017-03-16 17:46:37,INFO,Remoting,,0.5908543864651756,58.7617433604996,17/03/16 17:46:37 INFO Remoting: Remoting started; listening on addresses :[akka.tcp://sparkDriverActorSystem@10.10.34.38:43767]
2017-03-21 09:38:54,INFO,YarnAllocator,,0.5825552239946309,57.93637503632275,"17/03/21 09:38:54 INFO YarnAllocator: Will request 1 executor containers, each with 8 cores and 22528 MB memory including 2048 MB overhead"
2017-03-16 17:46:37,INFO,NettyBlockTransferService,,0.5676607523090983,56.455090005668254,17/03/16 17:46:37 INFO NettyBlockTransferService: Server created on 41129
2017-03-21 09:38:54,INFO,YarnAllocator,,0.5642453171142141,56.11541813719462,"17/03/21 09:38:54 INFO YarnAllocator: Container request (host: Any, capability: <memory:22528, vCores:8>)"
2017-03-16 17:46:36,INFO,Remoting,,0.56318916483252,56.01038167816501,17/03/16 17:46:36 INFO Remoting: Starting remoting
2017-03-16 20:33:32,INFO,remote.RemoteActorRefProvider$RemotingTerminator,,0.562587150710734,55.95051016840811,17/03/16 20:33:32 INFO remote.RemoteActorRefProvider$RemotingTerminator: Shutting down remote daemon.
2017-03-16 20:33:32,INFO,remote.RemoteActorRefProvider$RemotingTerminator,,0.5615290997008412,55.84528487705754,17/03/16 20:33:32 INFO remote.RemoteActorRefProvider$RemotingTerminator: Remote daemon shut down; proceeding with flushing remote transports.
2017-03-21 09:28:46,INFO,SparkEnv,,0.5582652835835132,55.52069182941673,17/03/21 09:28:46 INFO SparkEnv: Registering OutputCommitCoordinator
